name,objectID,picIDs,picURLs,categoryName,typeName,period,dynasty,year
清乾隆仿木釉碗,c86ef99a7a8f4dbdbf28c31170d8c644,201901291141261670282,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺26393/THUMB/40_艺26393-A-01.jpg,瓷器,碗,清,乾隆,1765.5
明万历青花花卉纹盘,c8f031e22d4446afb9058d1fff2d3978,201901291141261605620,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10152/THUMB/40_艺10152-A-02.jpg,瓷器,盘,明,万历,1596.0
清乾隆仿石釉双联笔筒,cb826f46d238445889b5b0e5ab16f33d,201901291141261607860,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10523/THUMB/40_艺10523-A-01.jpg,瓷器,筒,清,乾隆,1765.5
清乾隆墨地绿彩牡丹纹盘,cc935c907da747ca9014f57aa7e034de,"201901291141261607842,201901291141261607847","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10520/THUMB/40_艺10520-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10520/THUMB/40_艺10520-F-01.jpg",瓷器,盘,清,乾隆,1765.5
清乾隆粉彩花卉纹“斋戒”牌,cf408b84649d4c3cb2ac127da8159394,"201901291141261608030,201901291141261608031","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10550/THUMB/40_艺10550-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10550/THUMB/40_艺10550-A-02.jpg",瓷器,NA,清,乾隆,1765.5
清乾隆红釉仿雕漆碗,d0598ecf2831401f91e6195b0c5e4da2,"201901291141261614756,201901291141261614761","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11638/THUMB/40_艺11638-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11638/THUMB/40_艺11638-F-01.jpg",瓷器,碗,清,乾隆,1765.5
清乾隆红釉盖碗,d28ad00b3e4044a2b5e058c1f8b5fd44,"201901291141261608130,201901291141261608131","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10567/THUMB/40_艺10567-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10567/THUMB/40_艺10567-B-01.jpg",瓷器,碗,清,乾隆,1765.5
清乾隆斗彩团菊纹盖罐,d34c8529019c439b824dbaa97be2a6e3,"201901291141261607776,201901291141261607781","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10509/THUMB/40_艺10509-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10509/THUMB/40_艺10509-F-02.jpg",瓷器,罐,清,乾隆,1765.5
清乾隆青花花卉纹瓶,d356ad5a57354125abf4b2138c3399a1,"201901291141261615399,201904261040411238","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11739/THUMB/40_艺11739-A-01.jpg,http://files.bjmuseum.org.cn/publish/img/2019-04-26/640x426_b9c6d3d0b3cd43b9b1e56d87d108216d.jpg",瓷器,瓶,清,乾隆,1765.5
清光绪蓝地白花云龙纹盘,d36bfa2af3f5469b8b513fc370006832,"201901291141261610010,201901291141261610015","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10871/THUMB/40_艺10871-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10871/THUMB/40_艺10871-F-01.jpg",瓷器,盘,清,光绪,1891.5
清光绪白地黄彩云龙纹盘,d4178bfb770843c9812e33f411842f60,"201901291141261610016,201901291141261610021","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10872/THUMB/40_艺10872-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10872/THUMB/40_艺10872-F-01.jpg",瓷器,盘,清,光绪,1891.5
清道光黄地绿彩云龙纹碗,d4a33f4737944637afed6edc25a279e9,"201901291141261608767,201901291141261608772","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10671/THUMB/40_艺10671-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10671/THUMB/40_艺10671-F-01.jpg",瓷器,碗,清,道光,1835.0
清光绪黄釉暗龙纹碗,d4b8a13f9d8c49d0b5cab4fe63ef8c24,"201901291141261610140,201901291141261610145","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10892/THUMB/40_艺10892-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10892/THUMB/40_艺10892-F-01.jpg",瓷器,碗,清,光绪,1891.5
清同治粉彩锦地开光福寿盘,d5464de79d754aedaae2f88d31665d25,201901291141261609654,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10813/THUMB/40_艺10813-A-01.jpg,瓷器,盘,清,同治,1868.0
清雍正炉钧釉鼓钉纹三足洗,d6a9038a3efb4b4098f885e08d024973,"201901291141261606394,201901291141261606398","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10279/THUMB/40_艺10279-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10279/THUMB/40_艺10279-F-01.jpg",瓷器,洗,清,雍正,1728.5
清同治青花瓜果纹碗,d6ed4061ddf24d85a82270e2ca09e9f9,"201901291141261609714,201901291141261609719","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10823/THUMB/40_艺10823-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10823/THUMB/40_艺10823-F-01.jpg",瓷器,碗,清,同治,1868.0
清乾隆仿哥釉瓶,d7ebd513869a418099421cefc6b7742d,"201901291141261608209,201901291141261608214","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10580/THUMB/40_艺10580-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10580/THUMB/40_艺10580-F-01.jpg",瓷器,瓶,清,乾隆,1765.5
清道光红彩描金缠枝宝相福寿纹渣斗,d8c3009a5e0f469cbb804ee5fedaab25,"201901291141261609039,201901291141261609044","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10715/THUMB/40_艺10715-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10715/THUMB/40_艺10715-F-01.jpg",瓷器,NA,清,道光,1835.0
清乾隆红釉玉壶春瓶,d8fe1bcaf7494af6b657277f1cb5b4d9,"201901291141261614404,201901291141261614408","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11577/THUMB/40_艺11577-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11577/THUMB/40_艺11577-F-01.jpg",瓷器,瓶,清,乾隆,1765.5
清嘉庆豆青釉方洗,da052bd2d93845e8b12e917a9eb466bb,"201901291141261608483,201901291141261608488","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10624/THUMB/40_艺10624-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10624/THUMB/40_艺10624-F-01.jpg",瓷器,洗,清,嘉庆,1808.0
清雍正年窑红釉花盆、托,da89edb0610547f99df8902a6666c10f,"201901291141261606726,201901291141261606730","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10334/THUMB/40_艺10334-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10334/THUMB/40_艺10334-F-01.jpg",瓷器,托,清,雍正,1728.5
清乾隆蓝釉方瓶,dc5d6c307d4247978d283b4156a207cb,"201901291141261608178,201901291141261608182","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10575/THUMB/40_艺10575-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10575/THUMB/40_艺10575-F-01.jpg",瓷器,瓶,清,乾隆,1765.5
清乾隆仿官釉鼓钉纹双系鱼篓尊,ddafaa48ee444df58abf05dec9a87a44,201901291141261608215,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10581/THUMB/40_艺10581-A-01.jpg,瓷器,尊,清,乾隆,1765.5
清咸丰粉彩十八罗汉纹碗,dec899d935814962a6a56b089ad72353,"201901291141261609587,201901291141261609592","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10802/THUMB/40_艺10802-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10802/THUMB/40_艺10802-F-01.jpg",瓷器,碗,清,咸丰,1855.5
清雍正斗彩龙纹盖碗,e05538298e314a839c1901b5777bd0a6,"201901291141261607151,201901291141261607156","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10404/THUMB/40_艺10404-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10404/THUMB/40_艺10404-F-01.jpg",瓷器,碗,清,雍正,1728.5
清雍正青花籁瓜纹瓜棱式罐,e0e407e1212048248a5027706e7acfa5,"201901291141261607432,201901291141261607437","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10451/THUMB/40_艺10451-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10451/THUMB/40_艺10451-F-01.jpg",瓷器,罐,清,雍正,1728.5
清嘉庆炉钧釉贴耳瓶,e16ab91994824cb2a5e5a8aa431e739f,201901291141261608505,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10628/THUMB/40_艺10628-A-01.jpg,瓷器,瓶,清,嘉庆,1808.0
清乾隆青花花卉纹兽耳鼻烟壶,e2f23d418a8447b9a8c752a9c89ab733,"201901291141261607708,201901291141261607713","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10498/THUMB/40_艺10498-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10498/THUMB/40_艺10498-F-01.jpg",瓷器,壶,清,乾隆,1765.5
清雍正黄釉盘,e519ed86b9664a7cac3aa791ef8b2cbd,"201901291141261606430,201901291141261606434","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10285/THUMB/40_艺10285-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10285/THUMB/40_艺10285-F-01.jpg",瓷器,盘,清,雍正,1728.5
清道光炉钧釉塑螭虎纹瓜棱水盂,e5c5b30301024702b1e6eb7adc17aec7,201901291141261616252,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺11870/THUMB/40_艺11870-A-01.jpg,瓷器,NA,清,道光,1835.0
清康熙浅酱地五彩龙纹倭角碗,e6638bfc0c744cf780b629d0408ef319,201901291141261605986,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10214/THUMB/40_艺10214-A-01.jpg,瓷器,碗,清,康熙,1691.5
清雍正粉彩花鸟纹笔筒,e6d551a06a6f49469f055acc0ecc25bd,201901291141261606967,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10375/THUMB/40_艺10375-A-01.JPG,瓷器,筒,清,雍正,1728.5
清康熙五彩八仙人物纹花觚,ea7ffa043f644e809578aff995cf5876,"201901291141261605896,201901291141261605900","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10201/THUMB/40_艺10201-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10201/THUMB/40_艺10201-F-01.jpg",瓷器,NA,清,康熙,1691.5
清乾隆斗彩花卉纹如意耳尊,ebd01ec75e4b4b9cab2eba0b49835e1e,201901291141261607789,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10511/THUMB/40_艺10511-A-01.jpg,瓷器,尊,清,乾隆,1765.5
清乾隆青花折枝花纹六棱瓶,ec29e36cc56c460683166dd19d8fb43b,"201901291141261607641,201901291141261607646","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10487/THUMB/40_艺10487-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10487/THUMB/40_艺10487-F-01.jpg",瓷器,瓶,清,乾隆,1765.5
清乾隆青花经文盖钵,ecf2c220e1844ee8bdcb14b09c8a0b23,"201901291141261607742,201901291141261607747","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10503/THUMB/40_艺10503-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10503/THUMB/40_艺10503-F-01.jpg",瓷器,NA,清,乾隆,1765.5
清道光粉彩蝠桃纹匙,ee825d67e54a4336ac4b2350964aa6ea,"201901291141261609546,201901291141261609551","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10796/THUMB/40_艺10796-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10796/THUMB/40_艺10796-F-01.jpg",瓷器,NA,清,道光,1835.0
清雍正粉彩花蝶纹碗,eee7c6a4bc5347f391c36deb8d71f76b,"201901291141261607011,201901291141261607016","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10382/THUMB/40_艺10382-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10382/THUMB/40_艺10382-F-01.jpg",瓷器,碗,清,雍正,1728.5
清乾隆粉彩描金花卉诗文鼻烟壶,f01fe59acf46499ea96a4af01de89e8c,"201901291141261608036,201901291141261608037","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10551/THUMB/40_艺10551-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10551/THUMB/40_艺10551-A-02.jpg",瓷器,壶,清,乾隆,1765.5
清乾隆粉彩描金开光山水纹壁瓶,f127a8ba1d1e4dc2aed122942b6213b5,201901291141261607969,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10540/THUMB/40_艺10540-A-01.jpg,瓷器,瓶,清,乾隆,1765.5
清道光粉彩过枝簌瓜纹盖碗,f270ee9bb79641988496d668f8421734,"201901291141261609422,201901291141261609426","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10776/THUMB/40_艺10776-A-03.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10776/THUMB/40_艺10776-F-01.jpg",瓷器,碗,清,道光,1835.0
清乾隆青花缠枝花卉纹印盒,f40da18d035042589d4c342c5834aa7a,"201901291141261607724,201901291141261607727","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10500/THUMB/40_艺10500-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10500/THUMB/40_艺10500-B-02.jpg",瓷器,盒,清,乾隆,1765.5
清乾隆青花缠枝花卉纹梨形壶,f46b6b54e39548abb42194b341db657c,"201901291141261607676,201901291141261607681","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10493/THUMB/40_艺10493-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10493/THUMB/40_艺10493-F-01.jpg",瓷器,壶,清,乾隆,1765.5
清道光粉彩宝相花纹花口盆,f4dd8bd682d743ebb74fb4af78929d20,201901291141261609337,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10763/THUMB/40_艺10763-A-01.jpg,瓷器,盆,清,道光,1835.0
清宣统青釉描金龙凤纹象耳方瓶,f737ccc561af48a09741152a798f56b4,"201901291141261610164,201901291141261610169","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10896/THUMB/40_艺10896-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10896/THUMB/40_艺10896-F-01.jpg",瓷器,瓶,清,宣统,1910.0
清道光黄釉碗,f8e46a0d8fe34e7ba550a59dc7e8c3b2,"201901291141261608747,201901291141261608752","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10668/THUMB/40_艺10668-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10668/THUMB/40_艺10668-F-01.jpg",瓷器,碗,清,道光,1835.0
清道光粉彩花卉纹方水盛,f9bbd9133cbd427db5d4ca5288c6b9ed,"201901291141261609393,201901291141261609394","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10772/THUMB/40_艺10772-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10772/THUMB/40_艺10772-A-02.jpg",瓷器,NA,清,道光,1835.0
清乾隆粉彩描金大吉葫芦形挂屏,fa1e74ab911d4398ab6f932ebe16b2dc,201901291141261607998,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10545/THUMB/40_艺10545-A-01.jpg,瓷器,NA,清,乾隆,1765.5
清道光红彩描金缠枝宝相福寿纹渣斗,fa91f941115941118ef2fa78646fae83,"201901291141261609095,201901291141261609100","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10724/THUMB/40_艺10724-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10724/THUMB/40_艺10724-F-01.jpg",瓷器,NA,清,道光,1835.0
清康熙斗彩灵仙祝寿图盘,fbbd6c887045473db821d54aeeb2fa25,"201901291141261606104,201901291141261606108","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10232/THUMB/40_艺10232-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10232/THUMB/40_艺10232-F-01.jpg",瓷器,盘,清,康熙,1691.5
清雍正青花浆胎龙纹水盂,fde17a8df9b54bf9a5f40714a1461681,"201901291141261607288,201901291141261607293","http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10427/THUMB/40_艺10427-A-01.jpg,http://files.bjmuseum.org.cn/baijing/02/11010821800132/艺10427/THUMB/40_艺10427-F-01.jpg",瓷器,NA,清,雍正,1728.5
清康熙青花折枝花卉纹瓶,000c6c6d8b154266809765955132b36b,3a54921c-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1552.jpg,瓷器,瓶,清,康熙,1691.5
清康熙款景德镇窑青花花蝶诗文杯,00f6196e0a9a48189cee5531930e12cb,39dc2cba-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1533.jpg,瓷器,杯,清,康熙,1691.5
成化款斗彩盘,01143fca03b64c34a29469e969a2a80c,69b29613-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.4089.jpg,瓷器,盘,NA,成化,1475.5
乾隆款冬青鼓式罐,0132928213f54cad8d8f89944dcafd5f,5673e7aa-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2674.jpg,瓷器,罐,NA,乾隆,1765.5
清康熙景德镇窑五彩麒麟送子图罐,0138e1627af146b98c67c0ad08d1b85b,3a6f3e6a-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1556.jpg,瓷器,罐,清,康熙,1691.5
清乾隆景德镇窑霁蓝釉茄形洗,01bd279979284ae89310484b5eb1d3a4,474cf66e-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2079.jpg,瓷器,洗,清,乾隆,1765.5
清光绪款景德镇窑黄地喜鹊梅花纹杯,01c367d568c04ea9bfaa47887873d94d,3437b1b0-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1306.jpg,瓷器,杯,清,光绪,1891.5
清乾隆款景德镇窑霁红釉盘,0258664f63fe44e8a9cb048cde1615c0,4168ca77-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1829.jpg,瓷器,盘,清,乾隆,1765.5
清乾隆景德镇窑青花缠枝花卉纹罐,0300ff29b18b48d7bca5b08aa5554619,4073a0a8-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1793.jpg,瓷器,罐,清,乾隆,1765.5
清康熙景德镇窑豆青釉盘,032946ac7da1486ca5610faef8e301b6,3b98dba8-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1601.jpg,瓷器,盘,清,康熙,1691.5
清雍正款景德镇窑粉青釉云蝠纹盘,03c0a08d9f654bb6936ea460f4931ca2,447a3271-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1967.jpg,瓷器,盘,清,雍正,1728.5
清乾隆景德镇窑青花花卉纹罐,0426a3ce624347c982e2c0bc426048f6,41c0ace8-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1841.jpg,瓷器,罐,清,乾隆,1765.5
清嘉庆款景德镇窑粉彩花蝶纹碗,048d91450fb24a339dca0a25b88df65e,47edfb50-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2104.jpg,瓷器,碗,清,嘉庆,1808.0
清康熙景德镇窑五彩花蝶纹罐,04b01525821e479389642371ba52e0e6,3a765953-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1557.jpg,瓷器,罐,清,康熙,1691.5
清嘉庆景德镇窑斗彩折枝花卉纹枕,04caa76a941c47878c86ef2df09ddeb0,47c08d7f-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2096.jpg,瓷器,NA,清,嘉庆,1808.0
清康熙景德镇窑青花云肩牡丹纹瓶,0528c71c364b4eba8857acefb0beaf8c,3bf5dfa6-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1616.jpg,瓷器,瓶,清,康熙,1691.5
清雍正款景德镇窑斗彩松竹梅纹碗,0573265c8601402290235f2ba287d8f9,42fd4087-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1895.jpg,瓷器,碗,清,雍正,1728.5
清乾隆景德镇窑炉钧釉双耳瓶,0618e55e50dc4184a7a6f3f2d2dc8f4a,47708ffc-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2085.jpg,瓷器,瓶,清,乾隆,1765.5
清雍正款景德镇窑青花红彩缠枝莲纹盘,063e6c71e1174c61a4add3c47614b7a1,445ff79d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1963.jpg,瓷器,盘,清,雍正,1728.5
清雍正款景德镇窑胭脂水釉碗,065488b1dc1446e0b79311d4e3090938,44ceab97-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1979.jpg,瓷器,碗,清,雍正,1728.5
清宣统款景德镇窑青花抹红云蝠纹罐,0656484f2bd44e5bbc86962a8120768b,42930b99-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1879.jpg,瓷器,罐,清,宣统,1910.0
清乾隆景德镇窑青花佛花纹盘,066d10ebfead4051a4a3782b06d733af,4731670e-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2075.jpg,瓷器,盘,清,乾隆,1765.5
清康熙景德镇窑外酱釉内青花山水纹酒杯,06a5215cd2c041258d466cc54884b443,3cc33e0d-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1648.jpg,瓷器,杯,清,康熙,1691.5
清乾隆景德镇窑粉彩花鸟诗文插屏,06f212489c3b4ae2ad4cfb4ca3a419e5,4590d476-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2007.jpg,瓷器,NA,清,乾隆,1765.5
清道光款景德镇窑缠枝花卉纹碗,074f319b25594c6e9e0452daf46176c8,490bf5ec-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2147.jpg,瓷器,碗,清,道光,1835.0
道光款斗彩小碗,075b6a7a3add40ab8b4a546690c30274,546d9a34-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2594.jpg,瓷器,碗,NA,道光,1835.0
光绪白釉敛口盘,07693eed660d49f3b46f9491b8db3d06,"201901291141260462310,201901291141260462311,201901291141260462312,201901291141260462313,201901291141260462314,201901291141260462315,201901291141260462316","http://files.bjmuseum.org.cn/baijing/01/11010121800066/07.100/THUMB/40_07.100-A-1001.jpg,http://files.bjmuseum.org.cn/baijing/01/11010121800066/07.100/THUMB/40_07.100-A-1002.jpg,http://files.bjmuseum.org.cn/baijing/01/11010121800066/07.100/THUMB/40_07.100-A-1003.jpg,http://files.bjmuseum.org.cn/baijing/01/11010121800066/07.100/THUMB/40_07.100-A-1004.jpg,http://files.bjmuseum.org.cn/baijing/01/11010121800066/07.100/THUMB/40_07.100-A-1005.jpg,http://files.bjmuseum.org.cn/baijing/01/11010121800066/07.100/THUMB/40_07.100-A-1006.jpg,http://files.bjmuseum.org.cn/baijing/01/11010121800066/07.100/THUMB/40_07.100-A-1007.jpg",瓷器,盘,NA,光绪,1891.5
乾隆款青花小罐,078e58d0d2f84d06a14c48c7826b31ce,5592ee69-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.2637.jpg,瓷器,罐,NA,乾隆,1765.5
清宣统醴陵窑釉下五彩鸡戏图鼓式瓶,07909a89fafd4272b5ce9ec0b3377c7a,42426032-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1864.jpg,瓷器,瓶,清,宣统,1910.0
清雍正仿成化款景德镇窑青花凤穿花纹碗,086b04a12ce74bbdbf06b0b01aef5b59,3e3702aa-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1702.jpg,瓷器,碗,清,雍正,1728.5
清雍正景德镇窑霁红釉钵,087a571585394fcdaa33fd9599a7163b,3d8f4650-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1677.jpg,瓷器,NA,清,雍正,1728.5
清乾隆景德镇窑青花花卉纹高足碗,08ceea750c484a3985f81cbd7551aa05,400b39c6-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1775.jpg,瓷器,碗,清,乾隆,1765.5
清雍正景德镇窑绿釉荷叶盘,08e462e877704154a685edcce1ad8b1b,3db6b626-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1683.jpg,瓷器,盘,清,雍正,1728.5
清康熙款景德镇窑冬青釉洗,090db27acdd74e96a6ff74ac4cadc605,39d64763-76f2-11e9-85ba-4ccc6a492333,http://files.bjmuseum.org.cn/baijing/09shoubo/11010221800037/THUMB/40_4.1532.jpg,瓷器,洗,清,康熙,1691.5
